Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
M_M12,2013,Single year,7.410283252,5.476339881,9.344226623,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Fatal
M_M12,2014,Single year,8.649769746,6.529603943,10.76993555,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Fatal
M_M12,2015,Single year,9.151869993,7.023466076,11.28027391,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Fatal
M_M12,2016,Single year,9.950098734,7.71908299,12.18111448,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Fatal
M_M12,2017,Single year,13.26094499,10.78593951,15.73595048,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Fatal
M_I01,2000,Single year,1107,1041.788844,1172.211156,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2001,Single year,1107,1041.788844,1172.211156,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2002,Single year,1019,956.4344621,1081.565538,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2003,Single year,1105,1039.847778,1170.152222,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2004,Single year,1028,965.1587741,1090.841226,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2005,Single year,1184,1116.559009,1251.440991,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2006,Single year,1210,1141.822546,1278.177454,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2007,Single year,1200,1132.104856,1267.895144,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2008,Single year,1187,1119.473623,1254.526377,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2009,Single year,1187,1119.473623,1254.526377,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2010,Single year,1212,1143.766225,1280.233775,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2011,Single year,1171,1103.930273,1238.069727,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2012,Single year,1243,1173.899108,1312.100892,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2013,Single year,1285,1214.741374,1355.258626,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2014,Single year,1239,1170.010381,1307.989619,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2015,Single year,1359,1286.746678,1431.253322,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2016,Single year,1540,1463.085459,1616.914541,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2017,Single year,1684,1603.569803,1764.430197,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2018,Single year,1823,1739.316194,1906.683806,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I01,2019,Single year,1999,1911.369662,2086.630338,Injuries,Number,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2000,Single year,192.3446226,180.98226,203.7069853,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2001,Single year,189.2690439,178.1016318,200.436456,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2002,Single year,171.4170927,160.8883925,181.9457929,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2003,Single year,183.2504146,172.4457344,194.0550948,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2004,Single year,167.7416675,157.4852591,177.9980759,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2005,Single year,190.1479648,179.3083547,200.987575,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2006,Single year,191.0827883,180.2977243,201.8678523,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2007,Single year,183.8682564,173.4351179,194.3013949,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2008,Single year,175.4946688,165.4683264,185.5210113,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2009,Single year,170.5873915,160.8292991,180.3454839,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2010,Single year,168.839375,159.2642404,178.4145097,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2011,Single year,158.4299715,149.265528,167.594415,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2012,Single year,164.0934465,154.8575393,173.3293538,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2013,Single year,165.1522109,155.9848196,174.3196022,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2014,Single year,156.4318632,147.567901,165.2958254,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2015,Single year,168.7195694,159.5647095,177.8744294,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2016,Single year,185.7912057,176.2831527,195.2992586,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2017,Single year,196.6006637,186.9456662,206.2556612,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2018,Single year,210.4853093,200.5286193,220.4419992,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_I02,2019,Single year,223.0300334,212.9288117,233.1312552,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious non-fatal
M_A01,2000,Single year,171,145.3701452,196.6298548,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2001,Single year,225,195.6005402,254.3994598,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2002,Single year,202,174.1436779,229.8563221,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2003,Single year,188,161.1263278,214.8736722,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2004,Single year,195,167.6305924,222.3694076,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2005,Single year,200,172.2819235,227.7180765,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2006,Single year,234,204.0183162,263.9816838,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2007,Single year,210,181.5974235,238.4025765,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2008,Single year,206,177.8692247,234.1307753,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2009,Single year,271,238.7349207,303.2650793,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2010,Single year,249,218.07229,279.92771,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2011,Single year,216,187.1945299,244.8054701,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2012,Single year,229,199.3403629,258.6596371,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2013,Single year,235,204.9543211,265.0456789,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2014,Single year,219,189.9951817,248.0048183,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2015,Single year,240,209.6363685,270.3636315,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2016,Single year,249,218.07229,279.92771,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2017,Single year,280,247.2035296,312.7964704,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2018,Single year,299,265.1090545,332.8909455,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A01,2019,Single year,320,284.9390984,355.0609016,Injuries,Number,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2000,Single year,29.30434192,24.89872014,33.70996369,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2001,Single year,38.04337723,33.06389157,43.02286289,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2002,Single year,33.7867951,29.12576109,38.44782912,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2003,Single year,31.1774461,26.72078404,35.63410816,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2004,Single year,31.99900658,27.50679689,36.49121627,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2005,Single year,32.39599422,27.90310409,36.88888436,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2006,Single year,37.49767411,32.68693723,42.30841099,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2007,Single year,32.69442717,28.26265245,37.1262019,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2008,Single year,31.14129698,26.87468821,35.40790575,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2009,Single year,39.65729291,34.91569418,44.39889164,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2010,Single year,35.53461272,31.09291671,39.97630874,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2011,Single year,30.14537041,26.09541096,34.19532986,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2012,Single year,32.02246556,27.83540316,36.20952795,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2013,Single year,31.54720942,27.47055882,35.62386001,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2014,Single year,28.43553994,24.61242352,32.25865636,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2015,Single year,31.40535973,27.37340012,35.43731935,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2016,Single year,31.91728057,27.88819668,35.94636446,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2017,Single year,34.72281601,30.57689711,38.86873492,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2018,Single year,37.02707236,32.74663285,41.30751187,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_A02,2019,Single year,37.75654626,33.53140027,41.98169226,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious non-fatal
M_F01A,2000,Single year,212,183.4624936,240.5375064,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2001,Single year,203,175.0748117,230.9251883,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2002,Single year,197,169.4905946,224.5094054,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2003,Single year,210,181.5974235,238.4025765,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2004,Single year,190,162.9837609,217.0162391,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2005,Single year,241,210.5731767,271.4268233,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2006,Single year,231,201.2111264,260.7888736,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2007,Single year,236,205.8904619,266.1095381,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2008,Single year,264,232.1543546,295.8456454,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2009,Single year,238,207.7631483,268.2368517,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2010,Single year,262,230.2752114,293.7247886,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2011,Single year,295,261.3365131,328.6634869,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2012,Single year,320,284.9390984,355.0609016,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2013,Single year,379,340.8435734,417.1564266,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2014,Single year,348,311.437346,384.562654,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2015,Single year,345,308.5952847,381.4047153,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2016,Single year,423,382.6894917,463.3105083,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2017,Single year,464,421.7810837,506.2189163,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2018,Single year,472,429.4186829,514.5813171,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F01A,2019,Single year,526,481.0488338,570.9511662,Injuries,Number,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2000,Single year,37.67579785,32.5919179,42.75967781,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2001,Single year,35.20011227,30.35107182,40.04915271,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2002,Single year,33.35580536,28.6962139,38.01539681,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2003,Single year,34.82587065,30.11565895,39.53608234,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2004,Single year,30.65032325,26.29095117,35.00969533,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2005,Single year,38.08974723,33.27525611,42.90423836,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2006,Single year,35.4008046,30.82395747,39.97765173,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2007,Single year,34.9488003,30.47350107,39.42409953,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2008,Single year,37.37412211,32.84164784,41.90659637,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2009,Single year,32.38520585,28.24307809,36.52733362,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2010,Single year,34.59830056,30.36998387,38.82661724,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2011,Single year,36.94489807,32.68019813,41.20959801,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2012,Single year,38.79105701,34.474258,43.10785603,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2013,Single year,45.31479991,40.66257041,49.9670294,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2014,Single year,39.84815921,35.56458992,44.13172849,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2015,Single year,38.46932464,34.28992489,42.64872439,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2016,Single year,43.6411528,39.34022453,47.94208107,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2017,Single year,46.84437195,42.40498716,51.28375675,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2018,Single year,47.22594518,42.76075622,51.69113414,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_F02A,2019,Single year,50.36730932,45.83505726,54.89956137,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious non-fatal
M_M01,2000,Single year,393,354.1452279,431.8547721,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2001,Single year,377,338.9443831,415.0556169,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2002,Single year,308,273.6027717,342.3972283,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2003,Single year,390,351.2938126,428.7061874,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2004,Single year,345,308.5952847,381.4047153,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2005,Single year,449,407.4691078,490.5308922,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2006,Single year,408,368.4106681,447.5893319,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2007,Single year,428,387.4519498,468.5480502,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2008,Single year,396,356.9972092,435.0027908,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2009,Single year,360,322.8122981,397.1877019,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2010,Single year,350,313.3324314,386.6675686,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2011,Single year,342,305.7539117,378.2460883,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2012,Single year,331,295.3415807,366.6584193,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2013,Single year,344,307.6480835,380.3519165,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2014,Single year,333,297.2340135,368.7659865,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2015,Single year,391,352.2442211,429.7557789,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2016,Single year,451,409.3767141,492.6232859,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2017,Single year,518,473.3919775,562.6080225,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2018,Single year,585,537.5947955,632.4052045,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M01,2019,Single year,649,599.0689798,698.9310202,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2000,Single year,68.18779606,61.42638298,74.94920914,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2001,Single year,64.6548367,58.11704023,71.19263318,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2002,Single year,51.96671959,46.16092347,57.77251572,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2003,Single year,64.67661692,58.25768037,71.09555346,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2004,Single year,56.22361221,50.28961125,62.15761318,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2005,Single year,72.05554863,65.38644316,78.72465409,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2006,Single year,64.27674445,58.03105502,70.52243388,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2007,Single year,65.65027828,59.41427857,71.886278,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2008,Single year,58.71377504,52.90908335,64.51846673,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2009,Single year,52.09175577,46.68336067,57.50015087,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2010,Single year,49.30635046,44.10807478,54.50462615,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2011,Single year,47.06736873,42.03481752,52.09991994,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2012,Single year,44.1585705,39.35337148,48.96376951,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2013,Single year,45.18603811,40.34765462,50.02442161,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2014,Single year,42.97551803,38.2948592,47.65617686,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2015,Single year,49.42629526,44.44829063,54.40429989,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2016,Single year,56.97110317,51.61368533,62.328521,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2017,Single year,63.24830457,57.69320036,68.80340879,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2018,Single year,69.96732921,64.17622695,75.75843148,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_M02,2019,Single year,74.8488562,68.95461499,80.74309742,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious non-fatal
M_I21,2000,Single year,1406,1332.507884,1479.492116,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2001,Single year,1388,1314.979833,1461.020167,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2002,Single year,1335,1263.387518,1406.612482,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2003,Single year,1454,1379.263924,1528.736076,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2004,Single year,1381,1308.164194,1453.835806,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2005,Single year,1518,1441.636825,1594.363175,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2006,Single year,1571,1493.315176,1648.684824,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2007,Single year,1549,1471.861036,1626.138964,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2008,Single year,1511,1434.813096,1587.186904,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2009,Single year,1532,1455.285497,1608.714503,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2010,Single year,1573,1495.265743,1650.734257,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2011,Single year,1478,1402.649644,1553.350356,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2012,Single year,1577,1499.16697,1654.83303,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2013,Single year,1577,1499.16697,1654.83303,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2014,Single year,1541,1464.060491,1617.939509,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2015,Single year,1669,1588.928814,1749.071186,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2016,Single year,1899,1813.589636,1984.410364,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2017,Single year,2083,1993.54745,2172.45255,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I22,2000,Single year,244.5645035,231.7444682,257.3845387,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2001,Single year,237.3736738,224.86532,249.8820276,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2002,Single year,224.7217335,212.6626358,236.7808312,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2003,Single year,241.1276949,228.7336523,253.5217374,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2004,Single year,225.3594639,213.4709597,237.247968,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2005,Single year,243.9522389,231.6704329,256.234045,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2006,Single year,247.998606,235.7139104,260.2833017,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2007,Single year,237.4810901,225.6208058,249.3413745,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2008,Single year,223.3482713,212.0396444,234.6568981,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2009,Single year,220.1132153,209.030381,231.1960495,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2010,Single year,218.4257617,207.5530888,229.2984346,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2011,Single year,200.5020468,190.1812976,210.822796,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2012,Single year,209.1822568,198.732042,219.6324716,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2013,Single year,203.5849701,193.3857114,213.7842287,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2014,Single year,195.5328722,185.5996891,205.4660553,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2015,Single year,207.5996287,197.4350784,217.7641789,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2016,Single year,229.6910214,219.1108396,240.2712032,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2017,Single year,244.0245335,233.2583601,254.7907069,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_A21,2000,Single year,192,164.8419424,219.1580576,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2001,Single year,244,213.3843838,274.6156162,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2002,Single year,229,199.3403629,258.6596371,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2003,Single year,214,185.3281987,242.6718013,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2004,Single year,214,185.3281987,242.6718013,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2005,Single year,223,193.7314962,252.2685038,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2006,Single year,265,233.0940979,296.9059021,Injuries,Number,Assault,Validated,Maori,All ages,Serious
